game,console,loose_val,complete_val,new_val,date(D/M/Y) 
Jim Power: The Lost Dimension [Homebrew],nes,27.00,33.50,33.50,22/03/2023
Justice Duel [Homebrew],nes,20.20,39.99,39.99,22/03/2023
Karate Champ [5 Screw],nes,6.55,72.48,72.48,22/03/2023
Kevin Power in Too Many Games [Homebrew],nes,N/A,N/A,N/A,22/03/2023
Kid Niki Radical Ninja [5 Screw],nes,25.98,199.50,199.50,22/03/2023
King of Kings [Camel Cover],nes,19.69,201.50,201.50,22/03/2023
Kira Kira Star Night DX [Collector's Edition],nes,N/A,N/A,N/A,22/03/2023
Kira Kira Star Night DX [Homebrew],nes,50.00,N/A,N/A,22/03/2023
Kraft Starmaster Joystick,nes,N/A,N/A,N/A,22/03/2023
Larry and the Long Look for Luscious Lover [Homebrew],nes,N/A,N/A,N/A,22/03/2023
Legend of Iowa [Homebrew],nes,N/A,N/A,N/A,22/03/2023
Legend of Kage [5 Screw],nes,10.63,41.00,41.00,22/03/2023
Legend of Zelda Outlands [Homebrew],nes,N/A,N/A,N/A,22/03/2023
Linus Spacehead's Cosmic Crusade [Aladdin],nes,20.01,36.99,36.99,22/03/2023
Little Medusa [Homebrew],nes,N/A,N/A,N/A,22/03/2023
Lizard [Homebrew],nes,N/A,N/A,N/A,22/03/2023
Lode Runner [5 Screw],nes,14.62,79.00,79.00,22/03/2023
Log Jammers [Homebrew],nes,N/A,50.89,50.89,22/03/2023
Lunar Pool [5 Screw],nes,11.55,41.00,41.00,22/03/2023
Mach Rider [5 Screw],nes,8.13,115.70,115.70,22/03/2023
Mario Adventure [Homebrew],nes,42.49,N/A,N/A,22/03/2023
Mario in Zebes [Homebrew],nes,50.00,N/A,N/A,22/03/2023
Mawthorne [Homebrew],nes,N/A,N/A,N/A,22/03/2023
Mawthorne [Kickstarter Edition Homebrew],nes,N/A,N/A,N/A,22/03/2023
Mega Man 2 [30th Anniversary Glow in the Dark],nes,N/A,351.67,351.67,22/03/2023
Metal Storm [Collector's Edition],nes,134.24,150.58,150.58,22/03/2023
Metal Storm [Galactic Blue Collector's Edition],nes,N/A,N/A,N/A,22/03/2023
Metal Storm [Limited Run Black],nes,65.88,79.16,79.16,22/03/2023
Metal Storm [Limited Run Collector's Edition],nes,90.50,127.12,127.12,22/03/2023
Micro Machines [Aladdin],nes,22.25,25.43,25.43,22/03/2023
Micro Mages [Homebrew],nes,69.97,74.25,74.25,22/03/2023
Mighty Bomb Jack [5 Screw],nes,10.20,320.87,320.87,22/03/2023
Mini Putt [Homebrew],nes,N/A,N/A,N/A,22/03/2023
Montezuma's Revenge [Homewbrew],nes,N/A,N/A,N/A,22/03/2023
Moon8 [Homebrew],nes,N/A,N/A,N/A,22/03/2023
Mother [25th Anniversary Edition Homebrew],nes,N/A,N/A,N/A,22/03/2023
Mystic Origins [Homebrew],nes,N/A,N/A,N/A,22/03/2023
NES Classic Edition Carrying Case,nes,N/A,N/A,N/A,22/03/2023
NES Console Dust Cover,nes,N/A,N/A,N/A,22/03/2023
NES Dust Sleeve [Metallic Red],nes,N/A,N/A,N/A,22/03/2023
NES Game Case [Black],nes,N/A,N/A,N/A,22/03/2023
NES Game Case [Blue],nes,7.00,24.50,24.50,22/03/2023
NES Game Case [Clear],nes,N/A,N/A,N/A,22/03/2023
NES Game Case [Gold],nes,N/A,N/A,N/A,22/03/2023
NES Game Case [Green],nes,N/A,N/A,N/A,22/03/2023
NES Game Case [Orange],nes,N/A,N/A,N/A,22/03/2023
NES Game Case [Pink],nes,N/A,N/A,N/A,22/03/2023
NES Virus Cleaner [Homebrew],nes,N/A,N/A,N/A,22/03/2023
NEScape [Homebrew],nes,N/A,N/A,N/A,22/03/2023
Nebs 'n Debs [Homebrew],nes,N/A,46.79,46.79,22/03/2023
Nexoft The Dominator ProBeam Wireless Zapper,nes,N/A,N/A,N/A,22/03/2023
Ninja Kid [5 Screw],nes,15.08,118.00,118.00,22/03/2023
Nintendo Dust Sleeve [Black],nes,2.33,N/A,N/A,22/03/2023
Nintendo Dust Sleeve [Red],nes,7.87,27.53,27.53,22/03/2023
Nintendo World Championships Controller,nes,N/A,N/A,N/A,22/03/2023
Nomolos: Storming the Catsle [Homebrew],nes,N/A,N/A,N/A,22/03/2023
Orebody: Binder’s Tale,nes,N/A,N/A,N/A,22/03/2023
Pinball [5 Screw],nes,9.00,93.15,93.15,22/03/2023
Ploid [Homebrew],nes,N/A,N/A,N/A,22/03/2023
Port Test Cartridge,nes,760.05,N/A,N/A,22/03/2023
Pro Wrestling [5 Screw],nes,9.93,95.00,95.00,22/03/2023
Project Blue,nes,46.27,48.88,48.88,22/03/2023
Project Blue [Special Edition Homebrew],nes,N/A,N/A,N/A,22/03/2023
Quattro Adventure [Aladdin],nes,15.93,31.99,31.99,22/03/2023
Quattro Sports [Aladdin],nes,17.27,18.24,18.24,22/03/2023
Quest Forge: By Order of Kings [Homebrew],nes,118.01,N/A,N/A,22/03/2023
RBI Baseball [Gray Cart],nes,10.39,50.52,50.52,22/03/2023
Rad Racer [5 Screw],nes,9.06,29.04,29.04,22/03/2023
Raid on Bungeling Bay [5 Screw],nes,11.63,91.00,91.00,22/03/2023
Rainbow Brite [Homebrew],nes,N/A,N/A,N/A,22/03/2023
Retro USB AVS [Launch Edition],nes,N/A,N/A,N/A,22/03/2023
Rick &amp; Morty [Homebrew],nes,N/A,N/A,N/A,22/03/2023
Ring King [5 Screw],nes,12.99,96.25,96.25,22/03/2023
Roll &amp; Rocker,nes,170.58,597.02,597.02,22/03/2023
Rollie [Homebrew],nes,89.95,N/A,N/A,22/03/2023
Royal Flush: A Princess Side Story [Homebrew],nes,50.00,N/A,N/A,22/03/2023
Rush'n Attack [5 Screw],nes,12.00,88.75,88.75,22/03/2023
Rygar [5 Screw],nes,15.44,149.99,149.99,22/03/2023
SCAT Special Cybernetic Attack Team [Green Limited Run Collector's Edition],nes,N/A,N/A,N/A,22/03/2023
SCAT Special Cybernetic Attack Team [Green Limited Run],nes,112.00,389.63,389.63,22/03/2023
SCAT Special Cybernetic Attack Team [Limited Run Collector's Edition],nes,99.99,181.48,181.48,22/03/2023
Scott The Woz: The Game Of Crypticism [Homebrew Second Edition],nes,N/A,69.99,69.99,22/03/2023
Scott The Woz: The Game Of Crypticism [Homebrew],nes,N/A,N/A,N/A,22/03/2023
Secret Scout [Blue],nes,349.99,110.65,110.65,22/03/2023
Section-Z [5 Screw],nes,9.55,62.51,62.51,22/03/2023
Shadow of the Ninja [Limited Run],nes,78.95,79.99,79.99,22/03/2023
Shera &amp; the 40 Thieves [Homebrew],nes,N/A,N/A,N/A,22/03/2023
Shera &amp; the 40 Thieves [Limited Edition],nes,N/A,N/A,N/A,22/03/2023
Silent Assault [Black],nes,121.51,425.27,425.27,22/03/2023
Sky Kid [5 Screw],nes,15.37,53.07,53.07,22/03/2023
Slalom [5 Screw],nes,14.41,122.44,122.44,22/03/2023
Soccer [5 Screw],nes,14.99,175.32,175.32,22/03/2023
Solaris [Homebrew],nes,N/A,N/A,N/A,22/03/2023
Solomon's Key [5 Screw],nes,13.54,99.99,99.99,22/03/2023
Space Foxes: Vixen Elite [Homebrew],nes,N/A,N/A,N/A,22/03/2023
Spelunker [5 Screw],nes,17.93,113.25,113.25,22/03/2023
Spy Hunter [5 Screw],nes,9.23,40.00,40.00,22/03/2023
Stack-Up Accessories,nes,N/A,N/A,N/A,22/03/2023
Star Force [5 Screw],nes,96.73,340.15,340.15,22/03/2023
Star Versus [Homebrew],nes,N/A,N/A,N/A,22/03/2023
Star Wars The Empire Strikes Back [Classic Edition],nes,45.00,N/A,N/A,22/03/2023
Star Wars The Empire Strikes Back [Premium Edition],nes,84.99,N/A,N/A,22/03/2023
Star Wars [Classic Edition],nes,29.99,139.99,139.99,22/03/2023
Star Wars [Premium Edition],nes,84.99,N/A,N/A,22/03/2023
Sudoku [Homebrew],nes,N/A,N/A,N/A,22/03/2023
Summer Carnival 92 RECCA [Homebrew],nes,60.00,218.39,218.39,22/03/2023
Super C [5 Screw],nes,N/A,N/A,N/A,22/03/2023
Super Pitfall [5 Screw],nes,37.09,60.42,60.42,22/03/2023
Super Russian Roulette [Homebrew],nes,N/A,N/A,N/A,22/03/2023
Sweet Home [Homebrew],nes,44.99,59.47,59.47,22/03/2023
Swords and Runes III [Homebrew],nes,N/A,N/A,N/A,22/03/2023
T-Gun [Homebrew],nes,N/A,N/A,N/A,22/03/2023
Tapeworm [Homebrew],nes,N/A,N/A,N/A,22/03/2023
Tecmo NBA Basketball [N7],nes,N/A,N/A,N/A,22/03/2023
Temple Dilemma [Collector's Edition],nes,N/A,N/A,N/A,22/03/2023
Temple Dilemma [Homebrew],nes,N/A,N/A,N/A,22/03/2023
Temple Dilemma [Special Edition],nes,N/A,N/A,N/A,22/03/2023
Tennis [5 Screw],nes,8.92,76.00,76.00,22/03/2023
Tetris [CTWC],nes,N/A,N/A,N/A,22/03/2023
The Adventures of Panzer [Homebrew],nes,N/A,N/A,N/A,22/03/2023
The Dominator Master Control,nes,N/A,N/A,N/A,22/03/2023
The Incident [Homebrew],nes,N/A,N/A,N/A,22/03/2023
The Legends of Owlia [Homebrew],nes,N/A,N/A,N/A,22/03/2023
The Mad Wizard [Homebrew],nes,N/A,N/A,N/A,22/03/2023
The Magnilo Case [Homebrew],nes,N/A,N/A,N/A,22/03/2023
The Rise of Amondus [Homebrew],nes,50.00,N/A,N/A,22/03/2023
The Tower of Turmoil [Homebrew],nes,N/A,N/A,N/A,22/03/2023
The Untouchables [Blue Label],nes,72.50,237.00,237.00,22/03/2023
Top Gun [5 Screw],nes,7.88,47.95,47.95,22/03/2023
Track and Field [5 Screw],nes,12.50,67.25,67.25,22/03/2023
Transformers: Mystery of Convoy [Homebrew],nes,136.69,N/A,N/A,22/03/2023
Trojan [5 Screw],nes,11.27,54.58,54.58,22/03/2023
Trophy [Homebrew],nes,225.00,N/A,N/A,22/03/2023
Turbo Touch 360,nes,9.99,36.11,36.11,22/03/2023
Twelve Seconds [Homebrew],nes,N/A,N/A,N/A,22/03/2023
UXO: Unexploded Ordnance [Homebrew],nes,N/A,N/A,N/A,22/03/2023
Uchusen Ultimate PLOID Battle,nes,N/A,N/A,N/A,22/03/2023
Urban Champion [5 Screw],nes,11.95,184.02,184.02,22/03/2023
VAUS Arkanoid Controller,nes,77.45,271.16,271.16,22/03/2023
Volleyball [5 Screw],nes,18.02,202.50,202.50,22/03/2023
Wilford Brimley Battle [Homebrew],nes,38.12,N/A,N/A,22/03/2023
Winter Games [5 Screw],nes,8.64,31.17,31.17,22/03/2023
Wisdom Tree Video Game Collection [Homebrew],nes,41.00,N/A,N/A,22/03/2023
Witch n' Wiz,nes,82.50,130.00,130.00,22/03/2023
Wizards and Warriors [5 Screw],nes,11.30,70.79,70.79,22/03/2023
Yeah Yeah Beebiss II [Homebrew],nes,N/A,N/A,N/A,22/03/2023
Z-Bag Carrying Case,nes,N/A,N/A,N/A,22/03/2023
Zanac [5 Screw],nes,41.01,255.00,255.00,22/03/2023
Zoomer,nes,14.76,51.71,51.71,22/03/2023
Witch n Wiz [Limited Collectors Edition],nes,N/A,N/A,N/A,22/03/2023
Noah's Ark [Reproduction],nes,N/A,N/A,N/A,22/03/2023
The Edge Gamepad,nes,N/A,N/A,N/A,22/03/2023
The Edge Joystick,nes,8.38,29.42,29.42,22/03/2023
Family Fun Fitness Bundle,nes,N/A,N/A,N/A,22/03/2023
Alwa's Awakening,nes,80.00,100.08,100.08,22/03/2023
Power Player Controller,nes,N/A,N/A,N/A,22/03/2023
Nintendo Video Game Caddy,nes,29.99,104.99,104.99,22/03/2023
Wico Command Control,nes,N/A,N/A,N/A,22/03/2023
Miniboss Controller,nes,N/A,N/A,N/A,22/03/2023
Nyko Extend Link,nes,N/A,N/A,N/A,22/03/2023
L'Abbaye des Morts [Homebrew],nes,N/A,N/A,N/A,22/03/2023
Freedom Stick Wireless Remote Control,nes,N/A,N/A,N/A,22/03/2023
Supersonic The Joystick Wireless,nes,51.00,197.98,197.98,22/03/2023
Turbotronic Joystick,nes,19.95,69.79,69.79,22/03/2023
1UP Card NES Console Cleaner [Homebrew],nes,36.25,N/A,N/A,22/03/2023
Nintendo Video Game Preserver,nes,N/A,N/A,N/A,22/03/2023
Joycard Sansui SSS,nes,25.42,91.52,91.52,22/03/2023
Hyperkin RetroN 5,nes,N/A,N/A,N/A,22/03/2023
Retron 1 AV System,nes,10.70,37.48,37.48,22/03/2023
Generation NEX,nes,N/A,N/A,N/A,22/03/2023
Nintendo NES RF Switch,nes,8.08,27.94,27.94,22/03/2023
Nintendo NES Controller 2 Pack,nes,48.76,54.98,54.98,22/03/2023
Sharp Game Television Controller,nes,134.69,300.00,300.00,22/03/2023
Nintendo NES Official AC Adapter,nes,19.99,69.99,69.99,22/03/2023
Deadly Towers [5 Screw],nes,25.00,42.50,42.50,22/03/2023
Double Dribble [5 Screw],nes,10.40,59.99,59.99,22/03/2023
Golf [5 Screw],nes,9.87,35.00,35.00,22/03/2023
Haunted Halloween '85 [Homebrew],nes,60.00,76.24,76.24,22/03/2023
Haunted Halloween '86 [Homebrew],nes,55.28,63.56,63.56,22/03/2023
SCAT Special Cybernetic Attack Team [Limited Run],nes,80.50,N/A,N/A,22/03/2023
SonSon [Homebrew],nes,N/A,N/A,N/A,22/03/2023
Star Voyager [5 Screw],nes,9.57,39.00,39.00,22/03/2023
Tiger-Heli [5 Screw],nes,17.19,79.50,79.50,22/03/2023
Mother Ship,nes,N/A,N/A,N/A,22/03/2023
Insignia Wired Controller for NES Classic,nes,N/A,N/A,N/A,22/03/2023
Eliminator Cleaning Kit,nes,5.66,19.80,19.80,22/03/2023
Controller,nes,N/A,N/A,N/A,22/03/2023
Quickshot XXI Deluxe Joyball Controller,nes,N/A,N/A,N/A,22/03/2023
QuickShot Joypad,nes,N/A,N/A,N/A,22/03/2023
Quickshot Wireless Game Controller,nes,N/A,N/A,N/A,22/03/2023
Maverick 2,nes,N/A,N/A,N/A,22/03/2023
Flightgrip 2,nes,3.00,10.50,10.50,22/03/2023
QuickShot Controller,nes,14.66,N/A,N/A,22/03/2023
Aviator 2,nes,N/A,N/A,N/A,22/03/2023
Quickshot Nintendo Starfighter Turbo Controller,nes,N/A,N/A,N/A,22/03/2023
Retro-Bit Retro Entertainment System,nes,N/A,N/A,N/A,22/03/2023
I’m Kid Dracula [Homebrew],nes,N/A,N/A,N/A,22/03/2023
Splatterhouse [Homebrew],nes,39.99,N/A,N/A,22/03/2023
"Fix-It Felix, Jr [Homebrew]",nes,N/A,N/A,N/A,22/03/2023
Zelda III: The Legend of Zelda Outlands [Homebrew],nes,N/A,N/A,N/A,22/03/2023
Eskimo Bob [Homebrew],nes,N/A,N/A,N/A,22/03/2023
NES Dust Cover,nes,4.99,17.61,17.61,22/03/2023
Game Action Replay,nes,81.69,285.34,285.34,22/03/2023
Turbo Stick Wireless Controller,nes,N/A,N/A,N/A,22/03/2023
Hit The Ice [Homebrew],nes,41.94,N/A,N/A,22/03/2023
Chunkout 2 [Homebrew],nes,N/A,N/A,N/A,22/03/2023
Nintendo 64 System,nintendo-64,70.49,212.50,212.50,22/03/2023
Super Mario 64,nintendo-64,37.50,112.26,112.26,22/03/2023
Zelda Ocarina of Time,nintendo-64,38.89,103.02,103.02,22/03/2023
Conker's Bad Fur Day,nintendo-64,149.99,336.70,336.70,22/03/2023
007 GoldenEye,nintendo-64,25.57,80.00,80.00,22/03/2023
Mario Kart 64,nintendo-64,42.38,125.22,125.22,22/03/2023
Zelda Majora's Mask,nintendo-64,61.04,204.81,204.81,22/03/2023
Clay Fighter Sculptors Cut,nintendo-64,950.00,751.61,751.61,22/03/2023
Super Smash Bros.,nintendo-64,37.29,150.63,150.63,22/03/2023
Pokemon Stadium,nintendo-64,30.99,164.88,164.88,22/03/2023
Donkey Kong 64,nintendo-64,31.33,91.50,91.50,22/03/2023
Paper Mario,nintendo-64,77.25,337.80,337.80,22/03/2023
Zelda Ocarina of Time [Collector's Edition],nintendo-64,75.13,311.71,311.71,22/03/2023
Pikachu Nintendo 64 System,nintendo-64,259.27,781.16,781.16,22/03/2023
Pokemon Stadium 2,nintendo-64,72.99,313.57,313.57,22/03/2023
Zelda Majora's Mask [Collector's Edition],nintendo-64,65.76,227.76,227.76,22/03/2023
Banjo-Kazooie,nintendo-64,28.01,102.24,102.24,22/03/2023
Star Fox 64,nintendo-64,21.60,114.11,114.11,22/03/2023
Perfect Dark,nintendo-64,18.86,45.00,45.00,22/03/2023
Diddy Kong Racing,nintendo-64,28.99,88.90,88.90,22/03/2023
Mario Party,nintendo-64,36.91,147.01,147.01,22/03/2023
Funtastic Jungle Green Nintendo 64 System,nintendo-64,158.67,676.32,676.32,22/03/2023
Mario Party 3,nintendo-64,52.08,212.56,212.56,22/03/2023
Pokemon Snap,nintendo-64,18.74,114.72,114.72,22/03/2023
Mario Party 2,nintendo-64,45.76,163.24,163.24,22/03/2023
Zelda Majora's Mask [Not for Resale Gray],nintendo-64,100.00,N/A,N/A,22/03/2023
Yoshi's Story,nintendo-64,28.00,119.00,119.00,22/03/2023
Resident Evil 2,nintendo-64,47.16,200.19,200.19,22/03/2023
Bomberman 64 Second Attack,nintendo-64,248.75,992.16,992.16,22/03/2023
Ogre Battle 64: Person of Lordly Caliber,nintendo-64,119.99,291.43,291.43,22/03/2023
Banjo-Tooie,nintendo-64,35.00,140.22,140.22,22/03/2023
Kirby 64: The Crystal Shards,nintendo-64,39.83,197.52,197.52,22/03/2023
Super Bowling,nintendo-64,587.61,055.50,055.50,22/03/2023
Star Wars Episode I Racer,nintendo-64,9.35,28.12,28.12,22/03/2023
Castlevania,nintendo-64,23.49,78.53,78.53,22/03/2023
Turok 2 Seeds of Evil,nintendo-64,9.00,36.50,36.50,22/03/2023
Star Wars Shadows of the Empire,nintendo-64,13.81,44.82,44.82,22/03/2023
Expansion Pak,nintendo-64,46.98,79.17,79.17,22/03/2023
Stunt Racer,nintendo-64,414.28,040.63,040.63,22/03/2023
Castlevania Legacy of Darkness,nintendo-64,140.00,428.63,428.63,22/03/2023
Nintendo 64 System [Pokemon Stadium Battle Set],nintendo-64,810.01,184.99,184.99,22/03/2023
Funtastic Ice Blue Nintendo 64 System,nintendo-64,159.98,321.69,321.69,22/03/2023
Millennium 2000 Controller,nintendo-64,859.39,750.03,750.03,22/03/2023
WWF No Mercy,nintendo-64,32.00,78.52,78.52,22/03/2023
Worms Armageddon,nintendo-64,259.00,080.00,080.00,22/03/2023
Harvest Moon 64,nintendo-64,73.49,250.47,250.47,22/03/2023
Star Wars Rogue Squadron,nintendo-64,12.49,50.00,50.00,22/03/2023
Mega Man 64,nintendo-64,64.99,173.90,173.90,22/03/2023
Wave Race 64,nintendo-64,12.64,60.11,60.11,22/03/2023
Funtastic Grape Purple Nintendo 64 System,nintendo-64,179.25,825.50,825.50,22/03/2023
Mario Tennis,nintendo-64,26.73,71.44,71.44,22/03/2023
Mystical Ninja Starring Goemon,nintendo-64,85.25,220.00,220.00,22/03/2023
WWF No Mercy [USA-1],nintendo-64,309.22,444.94,444.94,22/03/2023
Turok Dinosaur Hunter,nintendo-64,13.52,48.44,48.44,22/03/2023
Goemon's Great Adventure,nintendo-64,101.50,359.60,359.60,22/03/2023
Doom 64,nintendo-64,37.48,102.50,102.50,22/03/2023
Funtastic Smoke Black Nintendo 64 System,nintendo-64,189.23,655.00,655.00,22/03/2023
Mario Golf,nintendo-64,33.53,67.87,67.87,22/03/2023
Funtastic Fire Orange Nintendo 64 System,nintendo-64,200.71,480.00,480.00,22/03/2023
Starcraft 64,nintendo-64,86.32,290.00,290.00,22/03/2023
Hey You Pikachu,nintendo-64,8.77,107.78,107.78,22/03/2023
Gauntlet Legends,nintendo-64,44.00,84.95,84.95,22/03/2023
F-Zero X,nintendo-64,37.50,121.03,121.03,22/03/2023
Snowboard Kids 2,nintendo-64,81.00,358.50,358.50,22/03/2023
Clay Fighter 63 1/3,nintendo-64,27.49,152.73,152.73,22/03/2023
007 GoldenEye [Not for Resale],nintendo-64,183.49,N/A,N/A,22/03/2023
Killer Instinct Gold,nintendo-64,34.99,147.49,147.49,22/03/2023
Dr. Mario 64,nintendo-64,30.00,105.05,105.05,22/03/2023
Tony Hawk,nintendo-64,9.59,33.93,33.93,22/03/2023
Jet Force Gemini,nintendo-64,14.22,53.00,53.00,22/03/2023
Bomberman 64,nintendo-64,21.00,85.68,85.68,22/03/2023
007 World Is Not Enough,nintendo-64,17.33,40.00,40.00,22/03/2023
Nintendo 64 System [Donkey Kong 64 Set],nintendo-64,299.00,723.20,723.20,22/03/2023
South Park,nintendo-64,24.59,79.99,79.99,22/03/2023
WCW vs NWO Revenge,nintendo-64,6.50,37.39,37.39,22/03/2023
Mischief Makers,nintendo-64,38.41,154.60,154.60,22/03/2023
Banana Controller,nintendo-64,239.99,692.51,692.51,22/03/2023
Nintendo 64 Test Cartridge,nintendo-64,339.89,N/A,N/A,22/03/2023
Turok Rage Wars [Gray],nintendo-64,698.57,142.73,142.73,22/03/2023
1080 Snowboarding,nintendo-64,12.07,48.32,48.32,22/03/2023
Gold Nintendo 64 System,nintendo-64,150.00,042.96,042.96,22/03/2023
Atomic Purple Controller,nintendo-64,20.89,64.31,64.31,22/03/2023
Quest 64,nintendo-64,18.98,103.59,103.59,22/03/2023
Pokemon Puzzle League,nintendo-64,30.09,118.34,118.34,22/03/2023
Spiderman,nintendo-64,31.73,133.37,133.37,22/03/2023
Funtastic Watermelon Red Nintendo 64 System,nintendo-64,180.61,249.99,249.99,22/03/2023
Cruis'n USA,nintendo-64,12.50,46.69,46.69,22/03/2023
Indiana Jones Infernal Machine,nintendo-64,81.73,263.20,263.20,22/03/2023
Mortal Kombat Trilogy,nintendo-64,30.29,66.00,66.00,22/03/2023
Earthworm Jim 3D,nintendo-64,69.66,203.00,203.00,22/03/2023
Donkey Kong 64 [Not for Resale Gray],nintendo-64,740.53,N/A,N/A,22/03/2023
Rayman 2 The Great Escape,nintendo-64,25.49,84.99,84.99,22/03/2023
Mortal Kombat 4,nintendo-64,22.23,100.00,100.00,22/03/2023
Snowboard Kids,nintendo-64,46.00,225.00,225.00,22/03/2023
Glover,nintendo-64,10.64,75.38,75.38,22/03/2023
NFL Blitz,nintendo-64,20.46,51.02,51.02,22/03/2023
Nintendo 64 Atomic Purple Bundle,nintendo-64,185.50,195.50,195.50,22/03/2023
Turok 3,nintendo-64,35.50,111.53,111.53,22/03/2023
Duck Dodgers,nintendo-64,97.50,300.00,300.00,22/03/2023
Yoshi's Story International Version,nintendo-64,734.94,N/A,N/A,22/03/2023
Bomberman Hero,nintendo-64,24.99,96.01,96.01,22/03/2023
Space Station Silicon Valley,nintendo-64,43.94,154.13,154.13,22/03/2023
Pilotwings 64,nintendo-64,16.26,74.35,74.35,22/03/2023
Cruis'n World,nintendo-64,22.30,59.78,59.78,22/03/2023
Mission Impossible,nintendo-64,4.50,22.29,22.29,22/03/2023
NFL Blitz Special Edition,nintendo-64,119.75,208.77,208.77,22/03/2023
Rocket Robot on Wheels,nintendo-64,75.57,300.85,300.85,22/03/2023
Tony Hawk 2,nintendo-64,16.75,56.16,56.16,22/03/2023
WWF Wrestlemania 2000,nintendo-64,16.50,44.98,44.98,22/03/2023
Gray Controller,nintendo-64,11.11,20.95,20.95,22/03/2023
Transformers Beast Wars Transmetals,nintendo-64,130.00,644.53,644.53,22/03/2023
Extreme Green Controller,nintendo-64,62.47,424.99,424.99,22/03/2023
Mario Kart 64 [Player's Choice],nintendo-64,53.00,88.74,88.74,22/03/2023
Toy Story 2,nintendo-64,15.41,74.83,74.83,22/03/2023
Turok Rage Wars,nintendo-64,12.75,58.93,58.93,22/03/2023
Duke Nukem 64,nintendo-64,29.53,81.15,81.15,22/03/2023
Blast Corps,nintendo-64,18.50,69.88,69.88,22/03/2023
Hey You Pikachu [Microphone Bundle],nintendo-64,37.99,109.81,109.81,22/03/2023
Super Mario 64 [Player's Choice],nintendo-64,40.98,82.96,82.96,22/03/2023
Blue &amp; Yellow Pokemon Controller,nintendo-64,72.07,230.64,230.64,22/03/2023
Gameboy Transfer Pak,nintendo-64,15.92,53.31,53.31,22/03/2023
International Superstar Soccer 2000,nintendo-64,93.49,199.97,199.97,22/03/2023
N64 Controller Pak,nintendo-64,11.10,49.00,49.00,22/03/2023
San Francisco Rush,nintendo-64,14.11,50.05,50.05,22/03/2023
Superman,nintendo-64,13.54,97.69,97.69,22/03/2023
F1 Racing Championship,nintendo-64,305.00,N/A,N/A,22/03/2023
Kobe Bryant in NBA Courtside,nintendo-64,5.42,34.76,34.76,22/03/2023
Rumble Pak,nintendo-64,18.00,49.64,49.64,22/03/2023
WCW vs NWO World Tour,nintendo-64,8.09,44.83,44.83,22/03/2023
Zelda Ocarina of Time [Player's Choice],nintendo-64,45.00,114.50,114.50,22/03/2023
Army Men Sarge's Heroes,nintendo-64,19.65,50.00,50.00,22/03/2023
Excitebike 64,nintendo-64,12.00,36.00,36.00,22/03/2023
Rush 2,nintendo-64,16.01,64.97,64.97,22/03/2023
Gex 64,nintendo-64,21.71,51.94,51.94,22/03/2023
Rampage 2 Universal Tour [Big Box],nintendo-64,N/A,528.06,528.06,22/03/2023
Donkey Kong 64 [Expansion Pak Bundle],nintendo-64,74.99,130.00,130.00,22/03/2023
Tony Hawk 3,nintendo-64,54.57,162.44,162.44,22/03/2023
Namco Museum,nintendo-64,9.99,30.91,30.91,22/03/2023
Zelda Majora's Mask [Not for Resale],nintendo-64,297.98,N/A,N/A,22/03/2023
Zelda Ocarina of Time [Not for Resale],nintendo-64,243.50,N/A,N/A,22/03/2023
Body Harvest,nintendo-64,23.75,66.06,66.06,22/03/2023
Quake II,nintendo-64,22.47,57.50,57.50,22/03/2023
Daikatana,nintendo-64,74.29,697.36,697.36,22/03/2023
